"count";"username";"datetime";"text"
"263";"zohreyazdi000";"23:46:01 21-01-2021";"هرجاسخن ازاعتماداست بانک ملی ایران می درخشد"
"264";"adambarfi207i";"23:50:42 21-01-2021";"عالی"
"265";"adambarfi207i";"23:50:47 21-01-2021";"بی نظیر"
"266";"adambarfi207i";"23:50:51 21-01-2021";"بهترین"
"267";"adambarfi207i";"23:50:55 21-01-2021";"خوبه"
"268";"adambarfi207i";"23:51:32 21-01-2021";"حس زیبایی"
"269";"adambarfi207i";"23:51:56 21-01-2021";"آرامش"
"270";"adambarfi207i";"23:52:04 21-01-2021";"پیشرفت"
"271";"adambarfi207i";"23:52:19 21-01-2021";"فردا با ملی پلاس"
"272";"adambarfi207i";"23:52:30 21-01-2021";"اعتماد با ملی پلاس"
"273";"adambarfi207i";"23:52:45 21-01-2021";"عالیه"
"274";"mohamad_mohamadi103";"23:53:56 21-01-2021";"اسمش منو به وجد آورد پلاس یعنی فرا تر از خدمت @video_clip_funn @donya_nazimi @mohamad_najafgholilo"
"275";"donya_nazimi";"00:08:04 22-01-2021";"زیبا و جدید و عالی مخصوصا کتاب خونش @video_clip_funn @mohamad_najafgholilo @mohamad_mohamadi103"
"276";"video_clip_funn";"00:11:31 22-01-2021";"پیشرفت داره و حقیقتش محیط دوست داشتنی داره @donya_nazimi @mohamad_najafgholilo @mohamad_mohamadi103"
"277";"iman.sh1991";"00:18:15 22-01-2021";"#ملی پلاس"
"278";"miss__paezi";"00:40:57 22-01-2021";"محيطي فوق العاده و ارام"
"279";"m_iravani516";"00:44:59 22-01-2021";"ملی پلاس تبلور خدمات نوین بانکی در امروز"
"280";"nz_5454";"01:09:38 22-01-2021";"محیطی عالی وزیبا ‌وبی نظیر👌👌👌"
"281";"emamia0841";"01:20:52 22-01-2021";"#ملی-پلاس محیطی آرام و جذاب"
"282";"emamia2521";"01:21:24 22-01-2021";"#ملی-پلاس محیطی جذاب"
"283";"emamia2521";"01:21:35 22-01-2021";"#ملی-پلاس جذاب"
"284";"emamia2521";"01:21:44 22-01-2021";"#ملی-پلاس، زیبا"
"285";"emamia2521";"01:21:58 22-01-2021";"#ملی-پلاس بی نظیر"
"286";"emamia2521";"01:22:07 22-01-2021";"#ملی-پلاس عالی"
"287";"emamia2521";"01:22:20 22-01-2021";"#ملی-پلاس، @emamia6711"
"288";"emamia2521";"01:24:21 22-01-2021";"#ملی-پلاس، محیطی متفاوت و جذاب"
"289";"emamia2521";"01:26:51 22-01-2021";"#ملی-پلاس جذاب وزیبا"
"290";"aigin__aiai";"02:17:41 22-01-2021";"#ملی_پلاس 😍 بینظیییییییررررررره😍"
"291";"hakan__20207";"02:23:10 22-01-2021";"#ملی_پلاس 😍عالیییییی"
"292";"badalijat_almasss_accessory";"02:31:28 22-01-2021";"#ملی_پلاس ❤بینظیررررررر"
"293";"emamia6711";"02:36:36 22-01-2021";"#ملی-پلاس زیبا"
"294";"emamia6711";"02:36:44 22-01-2021";"#ملی-پلاس متفاوت"
"295";"emamia8407";"02:37:30 22-01-2021";"#ملی-پلاس محیطی متفاوت"
"296";"emamia8407";"02:37:45 22-01-2021";"#ملی-پلاس محیطی متفاوت و جذاب"
"297";"emamia8407";"02:39:16 22-01-2021";"#ملی-پلاس جذاب"
"298";"emamia8407";"02:40:49 22-01-2021";"#ملی-پلاس محیطی متفاوت و جذاب"
"299";"khaz1232";"02:41:52 22-01-2021";"#ملی-پلاس @emamia6711"
"300";"khaz1232";"02:44:58 22-01-2021";"#ملی-پلاس جذاب و دلنشین"
